,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
UNC5B,64.7668872721692,2.97123013398425,0.265952789943244,11.1720209237825,5.58944846167219E-29,1.68985230934888E-27
CENPO,55.3493839880835,-2.08737110132191,0.187002182007897,-11.1622820595417,6.23697090116794E-29,1.88255107054277E-27
THBS3,94.7925238964521,1.96355204143243,0.176014246548648,11.1556426819674,6.72054319912667E-29,2.02521823710046E-27
RHOU,27.5295084617718,3.77916873901704,0.338788500945594,11.1549498535782,6.77309968208017E-29,2.03774796431854E-27
ASAH1,353.309313737899,1.74949768278181,0.15718736180957,11.1300149238544,8.96205005530087E-29,2.69195040738754E-27
DOK4,236.273666703364,1.76834160135052,0.158957171858974,11.124641818108,9.51874189397985E-29,2.85454613534649E-27
CLIP3,123.769652620985,1.63686233349632,0.147149913705821,11.1237736555435,9.61185407533782E-29,2.87782011613703E-27
COL14A1,243.203761010707,6.50367503655708,0.584959266263365,11.1181673864261,1.02352798969093E-28,3.05954107449802E-27
MICAL2,1128.38384627409,3.40128275524411,0.305927490412649,11.1179376219388,1.0261668452292E-28,3.06249761221698E-27
TIMELESS,84.6225469339245,-2.1549242982046,0.194101239090473,-11.1020635844584,1.22580461551677E-28,3.65242553416337E-27
GPR78,59.9948565980445,6.84150193646025,0.616289307619193,11.1011206131255,1.23880791094371E-28,3.68525500814873E-27
SRSF3,274.243529520551,-1.1905319454533,0.107336450167594,-11.0915904484862,1.37815423079602E-28,4.09322831780264E-27
SOX9,28.7085762510407,-3.75078001426389,0.338237039606119,-11.0892054241952,1.41539359137685E-28,4.19711681097898E-27
ADAM10,338.977721162149,1.01527200779915,0.09156077172969,11.0885042646483,1.42653003623203E-28,4.22339347090513E-27
ROBO1,492.891167865828,-1.23840817672626,0.111784805891658,-11.0785018307992,1.59519388465849E-28,4.71522039505025E-27
NUP93,152.716513487216,-1.332992534905,0.120353747169989,-11.0756213765598,1.64733399068095E-28,4.86159950222743E-27
DENND5B,85.1938964929743,1.63409960343634,0.14761914007789,11.0697000576898,1.75988656340473E-28,5.18551972642571E-27
ADA,42.2829789177684,-2.37724053760666,0.214784674006076,-11.0680175324772,1.79323743276162E-28,5.27541465362187E-27
NEFL,37.3500297851478,-4.92016184133301,0.445107237900038,-11.0538796550371,2.09941562954762E-28,6.16636903976146E-27
EFEMP2,449.003991933536,1.36153591815727,0.123231988099546,11.0485592187106,2.22761208679817E-28,6.53256922073212E-27
DPP7,77.4606843461905,3.10079359428376,0.28068865640873,11.0470926540347,2.26429444183209E-28,6.62966841068282E-27
PPM1G,167.804632867699,-1.19395993918891,0.108109524602153,-11.0439847329153,2.34402329069091E-28,6.85229989686542E-27
BUB1,64.6679517716598,-2.68804739978056,0.243828368450155,-11.0243423145001,2.91642485673102E-28,8.5122004112418E-27
SLC37A3,170.899868201701,1.56246313989758,0.141731250568024,11.0241258271243,2.9234500309771E-28,8.51930972135447E-27
EMILIN1,118.559857163108,-3.70740145199225,0.336434996013143,-11.0196664910788,3.07195129828332E-28,8.93803008621211E-27
NCOR2,1144.06316855731,0.862727107539522,0.078324616382323,11.0147632683998,3.24388219986645E-28,9.42350317310185E-27
SPAG5,91.5534418562575,-2.78356982215892,0.253003085476186,-11.002118084528,3.73259999415547E-28,1.08262896392981E-26
TAC3,42.512670979379,7.23808591435642,0.658043129539676,10.9994095970878,3.84641970740591E-28,1.11390154490758E-26
F3,115.734229955709,3.21902601836165,0.292809743169837,10.9935754989359,4.1034147603285E-28,1.18647489401835E-26
ZNF469,95.0657621632929,3.49014274828007,0.317860627333195,10.9801040083569,4.76375026992388E-28,1.3752643275365E-26
GUCY1A3,164.918432867593,3.1039278283608,0.282835518911555,10.9743211895937,5.07858592415863E-28,1.46387873462976E-26
NDRG1,425.877936659663,2.48881122668045,0.226830008171262,10.9721427369581,5.20246672598661E-28,1.49726185789906E-26
LRCH2,58.7063088211561,2.04099807513987,0.1860250626733,10.9716295525421,5.23208317039739E-28,1.50315804914973E-26
NHS,35.1313046398697,-3.25086873272451,0.296301006998306,-10.9715075411239,5.239149155847E-28,1.50315804914973E-26
CDK18,77.8759990491313,4.48614293824941,0.409387158015739,10.9581916540649,6.07001341696831E-28,1.73885276325899E-26
GJA1,455.075876770285,1.74464453521936,0.159322085527633,10.950424917183,6.61366329131501E-28,1.89167075002589E-26
SPINT1,40.4485185347447,4.11439048406428,0.376358807963841,10.9320956411882,8.09568692928856E-28,2.31200363797513E-26
GATA6,66.8460698278334,7.64072896880297,0.699165936445336,10.9283484370671,8.43699777888715E-28,2.40577557249588E-26
PAICS,216.328009921262,-1.10340552425152,0.101125498971714,-10.9112492444676,1.01847035080343E-27,2.89967256471843E-26
PLCB4,141.199234087577,-2.35826260445379,0.216165471080194,-10.9095249702433,1.03797306385482E-27,2.95067289193522E-26
RRM2,161.53463312186,-3.15111150247302,0.288867798165964,-10.9084900514338,1.04985610140654E-27,2.97988972636231E-26
RBPMS,192.566687262828,1.39648193539341,0.128034845200226,10.9070459155829,1.06666362022293E-27,3.02297355453407E-26
IGDCC3,52.368770919966,-2.73004075975441,0.25031071798776,-10.906607522447,1.07181844622038E-27,3.0329521062788E-26
TMEM200A,194.548524064526,5.56012400709317,0.510266955757654,10.8965002423827,1.19776090801948E-27,3.38417591104499E-26
PTPRU,99.9252932732736,2.22391656564383,0.204122121681647,10.895029638739,1.21726926436685E-27,3.43406829094861E-26
IL4R,66.0057962092385,-2.47715397752909,0.227447289234945,-10.8911123357917,1.27078560357648E-27,3.5796044247633E-26
MIR22HG,127.736790961375,2.07102401230545,0.190262850183931,10.8850677381494,1.3579763061222E-27,3.81941123796158E-26
ATP10D,73.9549182036896,2.44991039759858,0.225191343234029,10.8792387949501,1.447668006716E-27,4.06551606787733E-26
ENG,136.605896563995,-6.7195973468972,0.619007991390971,-10.8554290741831,1.87922131713283E-27,5.26948418579104E-26
C15orf39,97.7657410302115,2.83929167297251,0.261698698657277,10.8494680620895,2.00589310139959E-27,5.61619813593975E-26
HIST1H2BJ,21.0880870865357,-3.77328249378733,0.347970073386033,-10.8436983016103,2.13655527465994E-27,5.97302342823984E-26
HDAC2,504.083343390578,-0.864030227375692,0.079698257304548,-10.8412687629292,2.19406831137149E-27,6.12458497202843E-26
KIF23,76.0956614696931,-2.11283114123622,0.194941173406514,-10.8383011362628,2.26640580380147E-27,6.31701065104606E-26
KHSRP,449.686893918672,-0.763504155174597,0.070493241629575,-10.8308844582098,2.45769829330257E-27,6.83991805375946E-26
CEMIP,172.072567160965,4.93662973803515,0.456213408702829,10.8208782202866,2.74137810641676E-27,7.61799427985243E-26
NFKBIZ,166.523327440318,3.59543768515657,0.332746587863731,10.8053329960186,3.24776455852794E-27,8.99949248358507E-26
ZBTB20,62.322115551863,3.28871124000983,0.304360366110623,10.8053202919808,3.24821417012444E-27,8.99949248358507E-26
VASH1,48.3307993781125,-2.05827686213406,0.190629933537684,-10.7972385235458,3.54711540896087E-27,9.81298112318042E-26
DDAH2,147.218209353309,-1.5183403243973,0.14075429870188,-10.787168409067,3.95796954707629E-27,1.09333018902347E-25
PTTG1,64.9747415408462,-2.88436436874449,0.267489254783369,-10.7831036842225,4.13687398982446E-27,1.14105188518739E-25
RAB11FIP5,96.334597226317,2.01098641392384,0.186587000800327,10.777741242949,4.38521660090353E-27,1.20775631695211E-25
PPP2R2B,86.3713952017894,6.73426605683648,0.624921375654152,10.77618132327,4.46019536407697E-27,1.22658676360535E-25
PSRC1,55.7776037966437,-3.39642630460006,0.315310667039601,-10.7716822157922,4.68364350735517E-27,1.28613127850642E-25
SPG20,449.522563418065,0.726829933262608,0.067490035264262,10.7694407095307,4.79907545999755E-27,1.31588238942296E-25
TRANK1,29.5966755442779,5.09837407803663,0.474071349729777,10.7544446230356,5.64731754746701E-27,1.54618223648422E-25
USP54,118.428892918401,2.26574911039166,0.21078147862202,10.7492798950076,5.97260685191792E-27,1.63283506615835E-25
TARDBP,450.25597708556,-0.84355297795461,0.078505719668567,-10.7451148975629,6.24840759061974E-27,1.70572338389227E-25
GRN,914.358291810262,0.840408720557494,0.078227794881609,10.7430961313607,6.38659495416781E-27,1.74088637495179E-25
CHD3,783.521658477945,1.2684103612821,0.118105559829578,10.7396329445656,6.63074828946797E-27,1.80478857034302E-25
NCAPD2,168.114528844199,-1.79570160633965,0.167322460294818,-10.731981846165,7.20344360279256E-27,1.95779683160525E-25
ATP11A,245.543304742602,1.112776346087,0.103692056315114,10.7315486415406,7.23729801503049E-27,1.96412226685689E-25
GPNMB,81.5185233086912,4.05199012139781,0.378280337329704,10.7116065032641,8.97899607398557E-27,2.43324239593276E-25
GOLGB1,1070.43735897017,1.06653101048537,0.099578298451135,10.7104763495104,9.08929141436217E-27,2.4595410572129E-25
RBBP7,248.265790950642,-0.88910196038788,0.083017065823977,-10.7098697305571,9.14904625418872E-27,2.47210692309323E-25
RANGAP1,149.59009382593,-1.50411759051935,0.14058325513638,-10.6991233704199,1.02745618986157E-26,2.77219029831399E-25
SMAD6,23.3439181733201,3.83409415401368,0.358525494503617,10.6940628010904,1.08511074493674E-26,2.92349938436296E-25
PCBP4,164.444564787695,-1.36182142668875,0.127389511233547,-10.6902162784194,1.13106913829102E-26,3.04290382812987E-25
ARHGAP26,37.0201719989008,-2.69553157907339,0.252281761965449,-10.684607393231,1.20156370078278E-26,3.22787655247912E-25
AKT1,644.221409298791,-0.899918516064973,0.08425214895253,-10.6812529680639,1.2457871820964E-26,3.34184211867854E-25
NOLC1,465.965286596516,-0.880182023416424,0.082640923103597,-10.6506799580765,1.73096040652682E-26,4.63662597782935E-25
MYL7,62.3251994056944,8.30959069421488,0.780313193343841,10.6490454923698,1.76162048741923E-26,4.71195405013878E-25
CRISPLD2,98.9848747303692,4.7850904631607,0.449978924442871,10.6340324029292,2.06965807195784E-26,5.52792270356165E-25
NAE1,186.224853632808,-1.14796232512257,0.107982944983111,-10.6309595955371,2.13900148525881E-26,5.70492594408897E-25
PPP1R18,254.99199420902,-1.64676807949448,0.155030174751981,-10.6222422965658,2.34850929818086E-26,6.25471708782373E-25
SERPING1,496.017390629329,1.62492794823421,0.152978629128861,10.6219277652531,2.35643732896381E-26,6.26684042085319E-25
ZNF827,75.0691594184512,2.31633834855725,0.218276172791113,10.611961529919,2.62186157339917E-26,6.9627491254662E-25
SMARCD1,124.774841886887,-1.29409097121967,0.12203406263848,-10.604342289688,2.84458349832626E-26,7.54342906849004E-25
ZBTB4,116.305430160891,1.63905175884693,0.154584612567705,10.6029425026314,2.88749475792282E-26,7.64630031259933E-25
CCDC183,22.3152682608441,4.90203881830679,0.462557099330729,10.5976944800967,3.05416614796377E-26,8.07613763599024E-25
CDC20,25.2394596631763,-3.56920133378432,0.336970855060202,-10.5920179154564,3.24519562339139E-26,8.5690706055497E-25
BACE2,114.499732294512,-2.10883776633002,0.199408876550227,-10.575445801676,3.87331010835209E-26,1.02131044803039E-24
NFATC2,33.2775269932901,3.92455571741913,0.371170235050734,10.5734656144577,3.95599805180246E-26,1.04163392674623E-24
CHD1L,159.098861211282,-1.38842074875146,0.131358752265625,-10.5696858778309,4.11871862396363E-26,1.08294297190704E-24
GREB1L,30.2697492411861,2.5955786117415,0.245806175457053,10.559452409669,4.59333488568939E-26,1.20602652734161E-24
TMEM88,24.9251067415573,4.88775233900611,0.463048471546907,10.555595449171,4.78595370565476E-26,1.25482568697838E-24
ST6GALNAC3,36.6860197841349,2.77718891242672,0.263214413714609,10.5510517955065,5.0231594127716E-26,1.31516090520845E-24
CCDC64,18.9210330899292,6.1740939274507,0.585182962505827,10.5507069122663,5.04163304976623E-26,1.31813851130719E-24
U2AF1,281.27964710938,-0.953374867120713,0.090365919054011,-10.5501595856165,5.07108888653994E-26,1.32397500704418E-24
HBP1,149.823455573767,1.36432568715042,0.129323601034594,10.5497038145841,5.09574753930693E-26,1.32854440410329E-24
MTHFD1,160.793824306425,-1.46163181032221,0.138552746642256,-10.5492806584062,5.1187480106982E-26,1.33266927521165E-24
UBE2C,45.9389394037741,-3.52625305815429,0.334481314679337,-10.5424515612624,5.5044950039261E-26,1.43109160725322E-24
BSG,2142.93173416937,0.737442839705645,0.069982336846369,10.537556659826,5.79858381088237E-26,1.50544211582391E-24
ANAPC15,169.786149879609,-1.34757425219026,0.128038817117779,-10.5247321283098,6.64501833200817E-26,1.72278596783614E-24
LRRC1,23.4656702692422,3.53592082786626,0.336063347173028,10.521590222827,6.87040897667096E-26,1.77873642725165E-24
KSR1,216.846224776868,1.98209214583059,0.188575042834109,10.5108932552345,7.69611074212588E-26,1.98973403490366E-24
COL21A1,46.2605673864749,7.41596323048496,0.706071426812692,10.5031345963987,8.35584301782057E-26,2.15729504784149E-24
YPEL5,333.53682446222,1.00128326275707,0.095357661879697,10.500291670535,8.6113634190549E-26,2.22017693260995E-24
ARID5B,144.368532698399,1.76252968400282,0.167866049092736,10.499619747583,8.67287814389873E-26,2.23293532573082E-24
ARHGAP22,78.3949621315044,3.51663264979366,0.334976660749372,10.4981422942322,8.80967534575962E-26,2.26501389810714E-24
COL12A1,759.442917355853,-4.0327847194884,0.384783556691491,-10.4806576303929,1.06004038782948E-25,2.721650030329E-24
UACA,826.902730826874,2.41986872517797,0.230963725592078,10.4772674539026,1.09872500689718E-25,2.81707628494923E-24
FRMD4B,56.5904094191225,2.32496325149624,0.222162199082281,10.4651613150226,1.2486367387549E-25,3.19702672848375E-24
RCC2,90.7346219665303,-1.46738958816162,0.140229948659154,-10.4641669072296,1.26181587592406E-25,3.22632067558931E-24
CFL1,3015.73290154879,-1.41637220615846,0.135409638245458,-10.4599068759861,1.3198532110989E-25,3.37007361177838E-24
CTSD,583.537658670983,1.22431223487893,0.117152981661249,10.4505426794776,1.45689181046938E-25,3.71487399419547E-24
SMARCC1,403.808516028439,-0.900415877414497,0.086171702528481,-10.4490900260082,1.47937811520536E-25,3.76703648183224E-24
FLNB,1558.91227375944,1.61336850365319,0.154408206576053,10.4487225091792,1.48512138855841E-25,3.77648059394655E-24
NAP1L4,736.583034215071,-1.25225649156362,0.120022913379785,-10.4334785442271,1.74384883686724E-25,4.42832639654809E-24
FSTL3,114.980566802911,3.35476295216112,0.321585392112705,10.4319506869435,1.77212292076671E-25,4.49397783855088E-24
EBF2,29.3401697573729,-8.5293393227529,0.817809081150875,-10.4294994019262,1.8184377811949E-25,4.60513786252674E-24
HIST1H2AC,88.4227585063525,-1.68195686607335,0.161309813080337,-10.4268725749232,1.86940140404582E-25,4.72775180698946E-24
DOCK10,33.600664035748,-8.04331636280744,0.771764046389905,-10.4219889491248,1.96794041736451E-25,4.97018747857651E-24
TEK,73.9505314175189,5.48304314727933,0.526210562706213,10.4198652324289,2.01238144943491E-25,5.07552131057885E-24
BAZ1A,171.452775332302,-1.15411075093236,0.110834556502025,-10.4129144136673,2.16490566252848E-25,5.4528010601786E-24
MDFI,129.583979459064,-2.19161709536411,0.210551044049805,-10.4089585746518,2.25676875719796E-25,5.67647675336933E-24
MTA2,133.545614948094,-1.38895067936427,0.133640144153918,-10.3932144652925,2.66226378273219E-25,6.687361650725E-24
LRRC17,84.2705923900947,-5.09922414748496,0.490777496119837,-10.3900936530306,2.75082868602368E-25,6.90049093225102E-24
CENPE,82.3991375224282,-3.30309869667654,0.318069312247818,-10.3848393085561,2.90658368420083E-25,7.28136476785696E-24
TK2,212.5169389666,1.59365841230539,0.153484395540945,10.3831950257135,2.95709745913906E-25,7.39792454636097E-24
MYBL2,33.6728944402783,-2.9374695625315,0.283064787181463,-10.3773754121116,3.1429697565046E-25,7.85234826244884E-24
FMR1,397.398466763452,0.962067695814787,0.092755558774505,10.372075900633,3.32227850522438E-25,8.28917417909679E-24
ASS1,130.832400117461,3.77775669366273,0.364269634941548,10.3707702517365,3.36798934138214E-25,8.39194444886936E-24
PCDH1,26.4267732743987,-7.70331621873206,0.743211595126329,-10.3649031705737,3.58120986139373E-25,8.91125987359944E-24
CERCAM,280.874408258216,1.86788444415142,0.180217066631928,10.3646368185892,3.59120072635699E-25,8.92415784248524E-24
CLINT1,617.163653634513,0.862754048836069,0.083244852816543,10.3640527869924,3.61320453801525E-25,8.96683366833917E-24
GYPC,186.690305687745,-1.16534023362828,0.112519497160786,-10.3567849397963,3.89846156250806E-25,9.66183471092619E-24
HIST1H3G,19.8113719215838,-3.61418408335984,0.349193185808791,-10.3500991148747,4.18052794611331E-25,1.03470853684935E-23
SLC12A4,224.96755044163,1.25213770364838,0.121027928217458,10.3458575395804,4.36986380950308E-25,1.0801302516086E-23
RAP2C,121.158915605958,1.22047903071497,0.118154390368697,10.3295275520994,5.18151570810526E-25,1.27904888416965E-23
APAF1,155.698378580236,-1.19235043488999,0.115590686428977,-10.315281202371,6.01050983155585E-25,1.48171439579245E-23
MAGI2,63.7888976155087,2.84199630536446,0.275772276860756,10.3055910395208,6.64817457768501E-25,1.63673825842927E-23
SFPQ,372.749591091616,-0.973595949043132,0.09448624543767,-10.3041024070047,6.75190242474288E-25,1.66007370477486E-23
MAPRE2,176.083841762979,-1.18590377467245,0.115114200693505,-10.3019763637152,6.90283121375731E-25,1.69493724630922E-23
ARHGAP11A,49.0260259474321,-2.67645377945332,0.260014572344601,-10.2934760745109,7.54040482649475E-25,1.84904273175987E-23
PIGS,219.537689035643,1.25084936377511,0.121552508226807,10.2906092356493,7.76832851594097E-25,1.90242061004502E-23
TMEM106B,108.410175908895,1.52500791306374,0.148310515772814,10.2825339465462,8.4476889821878E-25,2.06606654250793E-23
ENTPD4,117.774510564924,1.64032995974128,0.15955009974643,10.2809710702045,8.5858137291112E-25,2.09708500333541E-23
BARD1,34.9458269322722,-2.60264900435994,0.253290140849774,-10.2753664063994,9.09979955738585E-25,2.21698414111746E-23
CKAP2L,29.7189605439265,-3.32883261078998,0.323962687189938,-10.2753580656599,9.10058673453378E-25,2.21698414111746E-23
EGFLAM,100.031768834049,-2.98677958088304,0.290853792609182,-10.2690068232885,9.72001443723098E-25,2.36477887284821E-23
MT-ND4,1335.23995480587,1.6398848465224,0.159731687477325,10.2664967259874,9.97617940738591E-25,2.42392432381289E-23
PRR11,51.7397847912703,-3.0689367843461,0.298949156308479,-10.2657482705164,1.00538486449877E-24,2.43960251499224E-23
SKA2,162.203370753233,-1.58763021796966,0.154676332766786,-10.2642090717487,1.0215463281723E-24,2.47558283157473E-23
ENO2,145.489041429963,2.1288688818719,0.207491804968321,10.2600142795853,1.06690961552851E-24,2.58214383221065E-23
KIAA0922,43.4189922908788,-2.31753043714288,0.2259134070124,-10.2584900462135,1.0838826364168E-24,2.61980642966213E-23
PCMTD1,77.8286380349594,1.8853474746007,0.18379097811921,10.2581067574374,1.0881926535424E-24,2.62680367070319E-23
CEBPD,45.6831892303756,3.86022329932281,0.376358854776773,10.2567622638038,1.1034459374842E-24,2.66016453734015E-23
TGFB2,126.635604435944,3.88706648675863,0.379021844464121,10.2555210036887,1.11771600335489E-24,2.69107161741593E-23
CLU,2348.33232831052,2.31395145555931,0.225662872325637,10.2540193329642,1.13522444891635E-24,2.72968542036713E-23
SSH1,168.321384104366,-1.27894160777781,0.124735385242529,-10.253238127185,1.14443993904531E-24,2.74828442283288E-23
MT-CO3,880.39459449674,1.327198962808,0.129450167775498,10.2525858839343,1.15219086818588E-24,2.76332287934554E-23
FAM126A,146.351709539068,-1.46920453687458,0.143446256232588,-10.2421950593982,1.28292113405646E-24,3.07288580793421E-23
CDC45,32.4206256523836,-2.91433080879671,0.284546823302524,-10.2420078880946,1.28540595030386E-24,3.07486992983125E-23
ARMCX2,198.327664287244,1.24262334713987,0.121435616136767,10.232775084209,1.41408098434726E-24,3.3783250080358E-23
LSM4,128.008988173939,-1.32003985052062,0.129079245319319,-10.2265848181485,1.50741815947851E-24,3.59668422807192E-23
LRIG1,101.557950825885,-3.18844112641881,0.311810104871289,-10.2255862674334,1.52303565950256E-24,3.62928253496098E-23
SAMD11,25.2777734878218,7.07178182552165,0.69256319657133,10.2110274708964,1.76980690116876E-24,4.211913526461E-23
SYNE1,458.38701362342,2.13935267526728,0.209539372948516,10.2097884763305,1.79255182987189E-24,4.26058125709498E-23
CYBRD1,177.247457352631,1.8072358108539,0.177041806832088,10.2079607251633,1.82663457611463E-24,4.33603806092275E-23
NUP62,170.835872570076,-1.135886319011,0.111313917429575,-10.2043513088078,1.89583746738791E-24,4.49456333424288E-23
PPIC,97.5898569668561,2.44411186175516,0.239647518604912,10.1987780886836,2.0078259604896E-24,4.75398894190923E-23
AQP4,27.4158458232914,8.61635704865339,0.845927271412539,10.1856948461606,2.29712897790483E-24,5.43205161998055E-23
HOXB6,42.2202851217104,6.86088202737472,0.673881870815958,10.1811345942091,2.40737892794753E-24,5.68551845286131E-23
DOCK1,156.375368306723,-1.15984717908187,0.11398874207716,-10.1751028912729,2.56129157378572E-24,6.04132852403867E-23
EMP3,248.052255504977,1.22435571579176,0.120440227589698,10.1656708916456,2.82172673308005E-24,6.64717174443718E-23
RBM8A,126.66110839857,-1.25180349839017,0.123174267024434,-10.1628654152401,2.90413487571533E-24,6.83263063344787E-23
CCDC88A,280.733482778248,-1.17139420793682,0.115263952563698,-10.1627107337785,2.90874720452587E-24,6.83481953893845E-23
RGS9,29.0187531185236,4.29308473596892,0.422480551863455,10.1616150543101,2.94162683535199E-24,6.90333994243224E-23
USP25,143.322682703865,1.25440954275765,0.12350935877271,10.1563926428125,3.10347306630852E-24,7.27396092549055E-23
TWIST1,22.3335988667506,-3.14061425952669,0.309538025443827,-10.1461339201333,3.44751156150147E-24,8.07013330594601E-23
TVP23C-CDRT4,53.6501705807136,2.12959330753772,0.210122043197236,10.1350304572221,3.86253184521883E-24,9.03024919934474E-23
HMGN2,483.800026921721,-1.90542731783392,0.18806176524823,-10.1319229632822,3.98729700753884E-24,9.31021312590483E-23
COL11A1,1626.36692997173,1.49828314876322,0.147883414575141,10.1315157826704,4.00393825544353E-24,9.33732485374351E-23
CLMP,168.276647549738,-1.35415906920609,0.133661509388587,-10.1312567499834,4.0145605632945E-24,9.33863254842555E-23
TEAD2,128.839562257469,-1.30399154589877,0.128709175827164,-10.1313021198258,4.01269804082418E-24,9.33863254842555E-23
GABRA2,41.1791601545221,7.75677668599926,0.765702785550547,10.1302709515704,4.05524165876299E-24,9.42145818668552E-23
ANXA11,370.937546682479,0.956377471567277,0.094418693161413,10.1291115090135,4.10361136412326E-24,9.52191721902751E-23
DPYSL2,258.405331129479,-1.85283943182412,0.182951277115917,-10.1275020378796,4.17170395650027E-24,9.66783277709295E-23
RIN3,45.9586387569148,-2.20580283387327,0.217936551711897,-10.1213074013819,4.44438739067001E-24,1.02869280714473E-22
RASSF8,210.331598409898,-1.47735104467135,0.14606222860466,-10.1145317224348,4.76289177229328E-24,1.10104059737335E-22
KCNMA1,267.040241833991,3.89791962672016,0.385697599665171,10.1061547442971,5.18807232679227E-24,1.19783814181897E-22
RHOJ,34.5217191704426,-5.98018142950697,0.59186113606723,-10.1040278962119,5.3018761085718E-24,1.22259287209215E-22
PLAT,1148.80033554083,2.97602758662503,0.294693681506593,10.0987152877197,5.59706003231511E-24,1.28905986823654E-22
ATXN2,560.639453465137,0.817404122163296,0.080953096244498,10.0972558195247,5.68096424635993E-24,1.30676256883742E-22
SSRP1,207.778092349869,-1.29131136519154,0.127909405634821,-10.0955153280769,5.78265438231817E-24,1.32850759033381E-22
SPON2,245.481448110413,5.2456568950528,0.519728216175439,10.0930769809928,5.9281562366758E-24,1.36025172090745E-22
PAK4,113.327316938523,1.20709473771373,0.119652121212204,10.0883688937945,6.21943507241482E-24,1.42532559566958E-22
TBX4,30.0548897601663,7.32369287354994,0.726416853218116,10.0819424013982,6.64003026909823E-24,1.51983824766055E-22
CHAF1A,38.9577115597497,-2.18413616414996,0.216681116227699,-10.0799562148035,6.77563095844448E-24,1.5489659788375E-22
BEX2,29.9682727817053,2.70712478344545,0.268694576824802,10.0751001953068,7.11881998209592E-24,1.62488709426746E-22
TOM1L2,200.530158391427,1.28647011245008,0.12768919422404,10.0750115956787,7.12523888775366E-24,1.62488709426746E-22
SRSF2,220.515414907091,-1.20983995960925,0.120105063672105,-10.073180285822,7.25920567177247E-24,1.65340656300751E-22
IGF2BP3,201.445720729976,-1.08805296053581,0.108020946493428,-10.0726108764656,7.3013661762492E-24,1.66097132757002E-22
RGMA,16.6437176550578,-4.38679772099067,0.435813908624415,-10.0657588805208,7.82812625449268E-24,1.77862310479985E-22
NID1,398.970615330099,-2.37236486030767,0.236009144967377,-10.0520039621159,9.00179433715445E-24,2.04279105477504E-22
VMP1,416.784832080597,1.37240345634837,0.136580220930255,10.0483323793215,9.34351368131304E-24,2.11774901668149E-22
KPNA2,336.628089354445,-1.26738024256143,0.126170624535177,-10.0449708260585,9.66762818721739E-24,2.18853880535752E-22
GPI,600.710169655139,-1.08132267027921,0.107657151906429,-10.0441322395288,9.75020331769815E-24,2.20454353454849E-22
MCC,175.940942770026,1.18688318044976,0.118172013587735,10.0436909249124,9.79393944674374E-24,2.21173841788204E-22
MATR3,2504.12966489579,-0.676610383773484,0.067375024419088,-10.042451035933,9.91786013620902E-24,2.23700167324967E-22
RPS15,3147.26453647632,-0.800362636783302,0.079767328414775,-10.033714964372,1.08361136870672E-23,2.44115022297366E-22
ARHGAP29,131.407575323238,1.71087892995084,0.170519201032263,10.0333506115075,1.08761877315211E-23,2.44720815588154E-22
DEK,279.27930603199,-1.50015866178642,0.149521157998504,-10.0330861656477,1.09053652009288E-23,2.45080259352108E-22
UBASH3B,41.582175751287,-4.66657201095087,0.465284982743927,-10.029491997422,1.13096973853856E-23,2.53859628252616E-22
NETO2,46.2263773243964,-1.97581342270332,0.197016035133833,-10.0286934581805,1.14015267282159E-23,2.55611764077141E-22
NCAPH,34.6527822456849,-3.32743131820276,0.331888379757394,-10.0257542027686,1.17459371823663E-23,2.626985926702E-22
TOMM40,122.112386488557,-1.51415524947549,0.151026299102647,-10.0257720573975,1.17438142565719E-23,2.626985926702E-22
CLIC1,431.920772204515,-1.66952069288323,0.166537629454061,-10.0248856571107,1.18496679774611E-23,2.64699622942973E-22
SEPN1,228.141861252854,-1.01408880612623,0.101272635724006,-10.0134532776444,1.33026354355678E-23,2.96799064411592E-22
AFF2,35.065406056847,-2.13088776433848,0.212962615668224,-10.0059240803945,1.43545212758816E-23,3.19883527544046E-22
TUBB3,288.864533149275,-3.48030238530655,0.347849170947663,-10.0052053475505,1.44591402396715E-23,3.21828561473648E-22
HIST1H2BK,31.2938755972417,-2.39183139515112,0.239196889605423,-9.99942515597364,1.53284246771214E-23,3.4076832009749E-22
IL6R,20.591994186272,3.82652590579111,0.382739129259169,9.99773896439005,1.55916244883531E-23,3.46204934661841E-22
STX16,477.609780774571,0.824140199520282,0.082451558552474,9.99544719334548,1.59565381703465E-23,3.53884370437447E-22
KLF5,26.5177188178476,3.44443346754157,0.344613473252379,9.99506326619745,1.60184917549627E-23,3.54834442061303E-22
HNRNPC,4090.84586644912,-0.745198488883592,0.074589329078875,-9.99068496910033,1.67420804504599E-23,3.7042102431691E-22
NNMT,249.268704600632,5.99096656808055,0.599743902282587,9.98920796906699,1.69934081486973E-23,3.75534089838414E-22
NPR1,19.9268872595516,-3.2185587737371,0.322323885189706,-9.98548020058394,1.76444649641195E-23,3.89458029879845E-22
ARL1,199.201169858931,1.22588450018549,0.122807234698561,9.98218470755822,1.82405575979888E-23,4.0213713858844E-22
PARP8,72.3169265091044,2.31829583491757,0.232247149812624,9.9820206051526,1.82707563212497E-23,4.02325088483224E-22
ARHGEF10,283.682927929394,0.878345155616611,0.087995661684964,9.98168703772239,1.83322932976069E-23,4.03201848914071E-22
EPB41L5,84.9127411888135,1.35683688372905,0.135957422993776,9.97986615111966,1.86718487659234E-23,4.10184057564303E-22
